,frameId,x1,y1,x2,y2
0,151.0,1487.0,807.0,1918.0,1079.0
1,170.0,1488.0,807.0,1917.0,1079.0
2,171.0,1488.0,807.0,1917.0,1079.0
3,172.0,1488.0,807.0,1917.0,1080.0
4,173.0,1488.0,807.0,1917.0,1080.0
5,174.0,1488.0,807.0,1917.0,1080.0
6,175.0,1488.0,807.0,1917.0,1080.0
7,178.0,1488.0,807.0,1917.0,1080.0
8,179.0,1488.0,807.0,1917.0,1080.0
9,180.0,1488.0,808.0,1917.0,1080.0
10,182.0,1487.0,807.0,1917.0,1080.0
11,215.0,1487.0,806.0,1918.0,1080.0
12,247.0,1487.0,805.0,1918.0,1080.0
13,250.0,1489.0,807.0,1918.0,1080.0
14,251.0,1489.0,807.0,1918.0,1080.0
15,252.0,1489.0,807.0,1918.0,1080.0
16,253.0,1489.0,807.0,1918.0,1080.0
17,254.0,1489.0,807.0,1917.0,1080.0
18,255.0,1489.0,807.0,1917.0,1080.0
19,256.0,1489.0,807.0,1917.0,1080.0
20,257.0,1489.0,807.0,1917.0,1080.0
21,258.0,1489.0,807.0,1917.0,1080.0
22,259.0,1489.0,807.0,1917.0,1080.0
23,260.0,1490.0,807.0,1917.0,1080.0
24,261.0,1490.0,808.0,1917.0,1080.0
25,262.0,1490.0,808.0,1917.0,1080.0
26,263.0,1490.0,808.0,1917.0,1080.0
27,264.0,1490.0,808.0,1917.0,1080.0
28,265.0,1490.0,808.0,1917.0,1080.0
29,266.0,1489.0,808.0,1918.0,1080.0
30,267.0,1489.0,808.0,1918.0,1080.0
31,268.0,1489.0,808.0,1917.0,1080.0
32,269.0,1489.0,808.0,1917.0,1080.0
33,270.0,1489.0,808.0,1917.0,1080.0
34,271.0,1489.0,808.0,1917.0,1080.0
35,298.0,1489.0,806.0,1917.0,1080.0
36,299.0,1489.0,806.0,1917.0,1080.0
37,300.0,1489.0,806.0,1917.0,1080.0
38,301.0,1489.0,806.0,1917.0,1080.0
39,302.0,1488.0,805.0,1917.0,1080.0
40,303.0,1488.0,806.0,1917.0,1080.0
41,304.0,1488.0,806.0,1917.0,1080.0
42,305.0,1488.0,806.0,1917.0,1080.0
43,306.0,1488.0,806.0,1917.0,1080.0
44,307.0,1488.0,806.0,1917.0,1080.0
45,308.0,1489.0,806.0,1917.0,1080.0
46,309.0,1488.0,806.0,1917.0,1080.0
47,310.0,1488.0,806.0,1917.0,1080.0
48,311.0,1488.0,806.0,1917.0,1080.0
49,312.0,1489.0,806.0,1917.0,1080.0
50,313.0,1489.0,806.0,1917.0,1080.0
51,314.0,1488.0,806.0,1917.0,1080.0
52,315.0,1488.0,806.0,1917.0,1080.0
53,316.0,1488.0,806.0,1917.0,1080.0
54,317.0,1488.0,806.0,1917.0,1080.0
55,318.0,1488.0,806.0,1917.0,1080.0
56,319.0,1488.0,806.0,1917.0,1080.0
57,322.0,1488.0,805.0,1917.0,1080.0
58,323.0,1488.0,805.0,1917.0,1080.0
59,324.0,1488.0,806.0,1917.0,1080.0
60,325.0,1488.0,806.0,1917.0,1080.0
61,331.0,1490.0,807.0,1918.0,1080.0
62,332.0,1490.0,807.0,1918.0,1080.0
63,333.0,1490.0,807.0,1918.0,1080.0
64,334.0,1490.0,807.0,1918.0,1080.0
65,335.0,1490.0,807.0,1918.0,1080.0
66,336.0,1490.0,807.0,1918.0,1080.0
67,337.0,1490.0,807.0,1918.0,1080.0
68,338.0,1489.0,807.0,1918.0,1080.0
69,339.0,1489.0,807.0,1918.0,1080.0
70,343.0,1489.0,807.0,1918.0,1080.0
71,344.0,1489.0,807.0,1918.0,1080.0
72,345.0,1489.0,807.0,1918.0,1080.0
73,346.0,1489.0,807.0,1918.0,1080.0
74,347.0,1489.0,807.0,1918.0,1080.0
75,348.0,1488.0,807.0,1916.0,1080.0
76,349.0,1488.0,807.0,1915.0,1080.0
77,350.0,1489.0,807.0,1915.0,1080.0
78,351.0,1489.0,807.0,1916.0,1080.0
79,352.0,1489.0,807.0,1916.0,1080.0
80,353.0,1489.0,807.0,1916.0,1080.0
81,354.0,1489.0,807.0,1916.0,1080.0
